season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
3,1,7,0,2,1,1,32.048347,35.1019,44.7083,13.082889,6227
4,0,12,0,6,0,2,17.3225,20.61185,63.4167,17.958814,3709
2,1,4,0,2,1,1,20.055847,23.8319,31.75,23.999132,5585
4,0,11,0,4,1,3,17.083347,21.0848,96.25,7.959064,1607
3,0,7,0,5,1,1,29.52,34.28165,74.3333,10.042161,4629
2,0,5,0,5,1,2,16.980847,20.2325,73.7083,22.042732,2633
3,1,9,0,5,1,1,25.1125,28.9779,63.7083,5.5422936,7804
2,0,5,0,4,1,2,27.06,30.24065,74.0833,13.875164,4492
4,1,11,0,3,1,2,11.958347,14.0779,78.6667,15.916654,3959
3,0,7,0,2,1,1,29.485847,33.49165,60.4167,16.417211,5302
4,0,10,0,0,0,1,20.944153,25.2202,68.4167,1.5002439,4985
4,0,10,0,0,0,1,17.5275,21.1798,57.4167,14.833532,4304
1,1,2,0,2,1,2,10.899153,13.22605,68.7917,11.791732,2947
2,0,5,0,4,1,2,25.283347,29.10395,69.7083,22.958689,4451
3,0,7,0,2,1,2,29.383347,33.42875,68.25,15.333486,4649
3,0,7,0,0,0,1,34.781653,42.0448,58.0417,8.9177,3387
1,1,3,0,5,1,1,22.8575,26.64125,57.9583,10.042161,6192
3,0,9,0,2,1,1,29.075847,33.27145,74.2083,13.833289,4940
1,1,2,1,3,0,1,11.48,13.66955,50.7826,15.348561,3129
4,1,11,0,6,0,1,14.145,17.3602,52.4583,11.458675,5698
2,0,5,0,4,1,1,21.8325,26.13605,48.9167,7.749957,4803
1,1,2,0,4,1,1,14.520847,18.0552,49.625,9.874393,4375
3,1,8,0,0,0,2,27.128347,30.9348,71.2917,16.375336,6053
4,1,11,0,4,1,1,14.486653,18.2446,61.375,6.917482,5146
3,0,8,0,3,1,1,31.365,35.16415,59.2083,12.875725,4326
4,1,10,0,5,1,2,22.55,26.4844,80.0417,8.333125,7359
3,1,7,0,2,1,2,29.144153,32.7027,68.3333,12.125325,6569
4,1,10,0,1,1,2,19.5775,23.38855,69.4583,26.666536,4459
4,1,10,0,0,0,2,21.73,25.75665,72.0,15.791364,7852
1,1,1,0,2,1,2,6.6625,8.1125,79.625,13.375746,1977
4,1,12,0,0,0,2,15.648347,19.4754,91.125,6.792393,5582
2,1,5,0,6,0,1,27.88,31.37645,74.7083,9.41685,6734
4,0,9,0,2,1,2,26.000847,28.63185,84.5,3.3754064,5010
1,1,3,0,1,1,2,19.3725,23.2,81.0,8.501161,5892
2,1,5,0,0,0,1,23.130847,27.24085,48.0417,8.249911,7429
2,0,4,0,1,1,2,18.86,22.50605,88.7917,15.458575,4036
3,0,8,0,2,1,1,29.144153,33.77625,77.0,16.666518,3873
4,1,9,0,5,1,2,26.65,30.39875,69.0833,9.000914,7393
1,1,1,0,3,1,2,9.190847,12.37395,70.1667,6.6263,2376
3,0,8,0,3,1,1,28.358347,31.9127,47.0,18.54225,4758
3,1,7,0,2,1,1,29.964153,34.24935,66.875,10.292339,7105
4,0,11,0,3,1,1,21.73,26.2306,58.7083,20.541932,4486
1,1,2,0,5,1,1,14.281653,17.58145,53.125,12.1672,4169
4,1,10,0,1,1,1,21.388347,25.4102,64.0417,18.667004,6639
1,0,12,0,2,1,1,11.266103,13.99805,68.1304,10.391097,754
3,0,9,0,0,0,2,19.235847,23.07375,59.0417,11.000261,4760
4,0,10,1,3,0,1,23.404153,27.14625,73.375,2.8343814,5117
1,1,1,0,6,0,2,15.6825,19.0969,80.2917,12.124789,4097
1,1,1,0,0,0,2,8.9175,11.0479,45.0,13.58425,3163
3,0,8,0,1,1,2,28.119153,32.2929,72.9583,14.167418,4150
4,1,11,0,0,0,1,11.411653,12.4371,40.4583,25.250357,2277
3,1,8,0,1,1,2,26.069153,30.1777,71.1667,5.79215,4549
2,1,4,0,4,1,2,18.996653,22.8519,56.9167,11.250104,4367
4,0,12,0,5,1,2,13.0175,16.9181,66.375,4.0842061,3740
2,1,5,0,2,1,2,24.531653,28.28335,81.125,15.624668,4359
4,1,12,0,5,1,2,13.53,16.76085,66.7917,8.875021,4128
4,1,11,0,2,1,1,13.085847,15.40375,49.4167,15.833775,5259
4,1,10,0,6,0,2,23.096653,26.8948,81.5,9.041918,5424
3,1,9,0,0,0,1,24.941653,29.29335,50.1667,16.583907,8714
3,1,9,0,0,0,2,27.025847,30.55605,79.9167,18.833968,5976
3,1,7,0,4,1,1,29.383347,32.51355,63.3333,10.166111,7264
3,1,8,0,4,1,1,29.4175,33.3654,67.75,9.458993,7580
2,0,3,0,2,1,2,10.374763,12.51695,49.3913,12.3481,1693
3,0,8,0,5,1,1,26.923347,30.55605,59.7917,5.5833311,5058
2,0,6,0,6,0,2,33.141653,37.87895,56.8333,10.042161,3915
2,1,6,0,0,0,1,29.144153,32.41835,43.7083,9.667229,7498
1,0,2,0,1,1,2,9.566653,12.1529,92.9167,10.792293,1005
3,1,6,0,2,1,1,29.349153,32.7021,50.4167,20.125661,6779
2,0,6,0,3,1,2,26.035,29.7673,74.625,10.416825,4010
3,1,9,0,2,1,2,23.814153,27.6525,73.4583,10.166714,6869
3,1,9,0,1,1,1,25.01,28.94625,54.75,15.041232,8227
4,1,11,0,0,0,1,13.325,16.31915,54.5417,12.041843,5629
2,0,4,0,5,1,1,16.024153,19.3804,47.0833,17.625221,2808
3,1,7,0,4,1,1,32.526653,37.27915,57.7083,9.208614,5713
3,0,8,0,3,1,1,26.103347,30.3979,55.4583,10.708275,4634
3,1,7,0,1,1,1,29.588347,33.39665,62.375,11.416532,6597
2,1,4,0,6,0,1,16.536653,19.53835,37.7083,20.125996,6460
3,1,7,0,1,1,1,33.7225,39.5198,57.375,8.417143,4672
4,1,10,0,3,1,3,24.224153,27.11665,87.1667,6.999825,4639
3,0,7,0,4,1,1,31.638347,34.84895,54.0833,13.417286,4590
1,1,1,0,1,1,1,12.949153,16.31895,54.3333,14.125543,4023
1,1,2,0,6,0,2,16.365847,19.94855,67.2917,12.541529,3761
3,1,9,0,2,1,1,23.916653,28.2827,50.375,17.333771,7525
3,0,8,0,1,1,2,29.383347,33.8077,75.5,15.29275,4294
1,0,1,0,5,1,1,9.305237,11.4635,43.6957,12.5223,1600
4,1,10,0,0,0,1,16.126653,19.5698,49.4583,9.791514,7109
3,1,9,0,4,1,1,30.203347,35.44915,74.125,12.583136,7112
3,1,7,0,1,1,1,33.449153,37.53145,51.875,11.291443,5531
2,0,4,0,1,1,2,14.0425,17.07645,87.75,8.916561,2455
3,1,7,0,0,0,1,30.989153,34.8802,61.3333,10.54245,6685
1,1,2,0,1,1,3,9.190847,10.54335,73.125,19.416332,2169
2,1,5,0,6,0,1,23.130847,27.55605,52.3333,9.166739,7639
1,0,2,0,6,0,1,17.869153,21.4329,50.5,15.416968,2475
1,0,2,0,5,1,2,10.66,12.72085,77.5417,17.708636,1526
3,0,7,0,5,1,1,31.501653,37.3425,70.7083,7.625739,4332
2,0,5,0,2,1,2,23.0625,26.8,86.7083,10.249593,4553
1,0,1,0,0,0,2,8.342598,11.16585,79.3043,8.2611,1167
4,1,10,0,5,1,2,26.9575,30.39875,72.2917,7.875582,7328
3,0,8,0,0,0,2,28.085,31.66105,72.2917,9.333636,4153
2,1,5,0,0,0,2,25.488347,29.2304,75.6667,10.250464,6883
1,1,1,0,1,1,1,7.38,9.15435,45.75,12.541261,2493
4,0,10,0,2,1,1,20.978347,25.1577,48.6667,18.875039,5041
1,1,2,0,6,0,1,18.620847,22.2223,55.4583,12.791171,5062
1,1,1,0,0,0,2,17.425,20.76915,74.125,22.958689,3456
3,1,8,0,5,1,1,29.485847,32.7344,51.9167,9.500332,7605
2,1,5,0,2,1,2,23.506653,27.495,78.9583,14.250364,2843
2,0,5,0,6,0,2,21.764153,25.5371,82.9583,7.250271,4575
1,0,3,0,0,0,2,10.728347,12.78395,61.0417,13.624182,1944
2,1,4,0,3,1,1,24.941653,29.92435,39.0417,18.333143,6691
2,0,5,0,3,1,1,21.8325,26.2623,58.875,11.792,4362
4,1,12,0,3,1,2,14.486653,16.91815,59.6667,19.834479,5501
2,1,6,0,3,1,2,22.174153,26.2946,61.3333,14.041525,7001
1,0,3,0,2,1,2,15.437402,18.3126,94.8261,23.000229,605
1,0,1,0,1,1,2,9.566653,12.4056,49.875,10.583521,1248
2,0,6,0,3,1,1,27.811653,31.0929,60.0,8.167032,4548
1,0,2,0,6,0,1,5.918268,7.4774,43.7391,14.869645,1538
2,1,5,0,3,1,2,23.848347,27.87355,68.5833,19.833943,5728
1,1,1,0,2,1,1,6.833347,8.08125,41.9167,16.834286,2311
3,0,7,0,6,0,1,30.75,34.34355,65.125,10.6664,4592
3,0,8,0,0,0,1,29.144153,32.82835,63.0833,12.374632,4866
1,0,2,0,4,1,1,7.471102,9.30165,57.7778,13.110761,1450
4,0,12,0,2,1,1,13.564153,17.455,77.5833,5.6252061,3485
4,0,10,0,2,1,1,17.288347,21.11665,74.125,6.6673375,4381
3,0,9,0,0,0,2,26.65,28.9473,89.7917,8.333393,3544
2,1,4,0,0,0,1,17.9375,21.30645,25.4167,18.416357,6857
2,1,4,0,1,1,2,17.459153,20.86435,67.625,11.541889,6041
1,1,12,0,0,0,2,10.386653,12.12,75.2917,8.333661,1341
4,0,9,0,4,1,2,26.103347,28.72625,88.5417,7.917457,4120
3,0,7,0,6,0,2,33.415,41.31855,69.125,14.875407,3784
2,0,6,0,1,1,1,29.725,33.9019,65.4583,10.37495,4966
3,1,7,0,3,1,2,29.554153,33.2398,66.75,10.166379,6290
1,1,2,0,3,1,1,11.586969,14.8213,62.2174,10.3046,3784
2,1,4,0,1,1,3,16.263347,19.4752,83.5417,23.084582,1027
2,0,4,0,1,1,3,17.664153,21.2746,88.8333,22.834136,795
3,1,7,0,6,0,2,27.299153,30.65125,84.4167,14.000789,5870
1,1,1,0,5,1,1,12.060847,14.74105,64.375,10.791757,4270
1,0,1,0,2,1,2,14.902598,17.68695,69.6087,16.652113,801
4,1,11,1,2,0,1,19.885,23.76915,74.1667,11.625639,6269
3,1,7,0,2,1,1,31.296653,36.20625,64.5,11.000529,6830
2,0,3,0,4,1,1,18.108347,22.0321,62.4583,15.12525,2703
3,0,7,0,3,1,1,30.476653,36.0479,75.7083,6.0841561,3840
1,0,2,0,0,0,2,8.663464,11.42935,58.5217,8.565213,1708
2,1,5,0,5,1,1,26.855,30.335,71.6667,11.584032,6770
1,1,3,0,1,1,1,13.359153,15.15105,40.3333,22.416257,3423
2,1,3,0,0,0,2,17.390847,21.0854,73.8333,16.791339,6235
1,1,1,1,3,0,1,11.194763,12.6152,38.1304,22.087555,1951
2,0,4,0,1,1,2,12.915,15.78185,65.375,13.208782,2252
4,0,12,0,4,1,3,18.9625,22.82,94.9583,15.583061,2594
3,1,7,0,5,1,1,31.57,35.7321,60.0417,11.083743,6591
4,0,12,0,3,1,1,9.771653,13.5098,67.0833,4.25115,3310
3,0,8,0,4,1,1,26.205847,29.7352,54.8333,8.375536,5204
1,0,1,0,0,0,1,6.59567,9.42065,53.7826,8.478716,1421
4,0,11,0,1,1,1,14.623347,17.8971,55.2917,14.208154,4067
3,1,8,0,6,0,2,28.8025,32.355,61.5,4.8337686,7582
1,1,1,0,3,1,2,8.951653,12.1529,91.125,7.417436,2432
4,0,10,0,1,1,2,16.81,20.64315,75.375,19.583832,2429
2,0,6,0,6,0,2,25.761653,29.7673,68.8333,13.833557,3767
1,1,12,1,3,0,2,11.943464,14.72325,73.4783,11.304642,1013
4,1,10,0,3,1,2,18.313347,21.9056,76.1667,12.7501,6392
2,1,4,0,2,1,2,19.030847,22.8848,57.0,11.499746,5572
4,1,12,0,6,0,1,11.548347,14.7096,64.2917,8.792343,5611
2,1,5,0,1,1,1,25.454153,29.19835,53.0417,17.042589,7129
3,0,9,0,6,0,1,26.855,30.74605,63.9167,9.500332,5115
3,1,7,0,0,0,3,24.429153,27.4956,86.5417,14.2911,4459
3,1,7,0,3,1,1,33.551653,37.78415,50.5833,7.666743,6786
4,1,11,0,1,1,1,14.0425,16.8873,69.2917,15.250004,4669
3,0,7,0,1,1,1,30.066653,33.2079,60.9167,11.250104,5336
2,1,4,0,0,0,1,23.37,27.14605,68.2917,19.000329,6624
4,1,11,0,3,1,2,14.076653,16.16125,66.2917,22.917082,4094
2,1,5,0,0,0,1,28.3925,32.1348,73.25,13.332464,6536
1,0,2,0,3,1,2,16.698193,20.0059,87.6364,19.408962,1446
2,1,4,0,6,0,1,21.593347,25.78875,69.4583,10.041357,7290
3,1,7,0,1,1,1,30.579153,35.2598,71.7917,11.166689,6031
3,0,9,0,1,1,1,27.06,30.3981,75.375,10.291736,5345
1,0,1,0,1,1,1,2.4243464,3.95348,40.0,11.52199,981
4,0,11,0,6,0,2,15.58,18.68605,81.3333,12.667489,2933
2,1,4,0,5,1,1,17.835,21.55815,37.4167,14.708443,6457
2,0,6,0,0,0,1,30.955,35.1646,60.5,9.417118,4586
4,0,10,0,4,1,1,19.850847,23.6429,71.0,13.792218,4456
3,0,7,0,3,1,1,31.2625,36.4902,63.5833,18.916579,4086
1,1,1,0,1,1,2,7.106653,8.74375,83.125,14.917014,1301
1,1,2,0,1,1,1,14.213347,17.77125,53.4583,12.792243,4318
2,1,5,0,2,1,2,22.0375,26.3571,66.4167,15.458307,6273
4,0,12,0,1,1,1,11.275,13.3206,50.75,15.625807,3190
4,0,11,0,1,1,1,13.393347,16.1927,51.9167,12.667154,3926
4,1,10,0,4,1,1,24.0875,27.93605,63.625,4.8762064,7693
2,0,5,0,5,1,1,22.2425,26.42,63.2917,8.083014,4182
4,1,10,0,6,0,2,22.379153,26.1375,80.7083,8.875289,7444
2,0,4,0,2,1,2,17.493347,21.33685,85.75,9.833389,2895
1,1,1,0,2,1,1,13.8375,17.0129,46.5,12.833314,3425
2,0,3,0,4,1,1,12.4025,14.6454,31.4167,15.208732,2425
2,1,4,0,4,1,1,22.208347,26.6725,46.9583,12.125325,6436
4,0,11,0,2,1,1,18.825847,22.79,69.8333,13.999918,3071
3,0,8,0,5,1,2,29.998347,33.99685,65.75,9.084061,3574
2,1,4,0,5,1,1,16.2975,19.3802,46.625,19.458743,5409
2,0,5,0,3,1,2,22.515847,26.64165,73.0,12.291418,4401
3,1,9,0,6,0,1,28.836653,32.8602,73.625,11.500282,7504
1,0,1,0,0,0,1,7.2775,7.89165,45.7083,23.667214,1543
4,1,12,0,1,1,2,14.2475,17.9604,82.3333,8.333393,4649
1,0,3,0,2,1,1,15.758268,19.00455,52.7391,18.130468,2417
2,0,4,0,2,1,1,18.723347,22.2848,47.9583,20.334232,3744
4,0,9,0,5,1,2,26.035,28.7579,84.875,9.958143,3907
1,1,3,0,2,1,1,19.133347,22.9796,48.9167,13.916771,5298
2,0,4,0,5,1,2,16.9125,20.86415,81.9167,16.791339,2162
